0: ガデム	「素人め、間合いが遠いわ」
950: シャア	「ええい、連邦軍のモビルスーツは化け物か？これだけの攻撃でも」
951: ブライト	「…別に」
952: アムロ	「…危ない」
953: 連邦兵B	「艦内のミサイル陣のチェックは？」
954: ジオン兵A	「大気圏突入カプセル発進します」
955: ドレン	「ザク、射出用意。方位、RD23.5」
956: シャア	「ルナ２のレーダーには捕捉されていまいな？」
957: フラウ	「あきれた。軍の放送聞かなかったの？軍艦が入港するから避難するんだってさ」
958: キッカ	「ううっ」
959: シャア	「あれが木馬だな？」
960: ジオン兵B	「レーザーセンサー開放。頼むぜ」
961: アムロ	「女に作戦を聞く訳にはいかない。ブライトは初めからはっきりしていりゃあ」
962: ブライト	「アムロの処分はどうなさいます？艦長」
963: 連邦士官A	「船じゃないのか？」
964: フラウ	「アムロ？まあ、まだ食べてない」
965: アムロ	「き、来た。う、ああ…」
966: フラウ	「あの」
967: ジオン兵A	「コンベアーパイプ接続終了。弾薬、搬入開始」
968: リュウ	「…ど、どこだ？ムサイは」
969: キッカ	「アムロ、キッカ達お祝いのパイ大急ぎで作ったのよ」
970: スレンダー	「しょ、少佐、武器が違います。あの武器は自分は見ていません」
971: 連邦兵A	「うおっ。何をするこいつ。こっちへ来い、こいつめ」
972: ワッケイン	「士官候補生と民間人がみだりに軍のトリプルAの秘密、すなわちホワイトベースとガンダムを使用したことによる。全員軍事裁判にかけられるものと覚悟しておくことだ。ホワイトベースは没収、ガンダムは封印して軍の管轄下に戻す。以上だ」
973: パオロ	「なに？誰が乗っているって？」
974: シャア	「無線が回復したら大陸のガルマ大佐を呼び出せ」
975: シャア	「認めたくないものだな。自分自身の、若さゆえの過ちというものを」
976: アムロ	『よーし、やってみる』
977: アムロ	「す、すごい」
978: 連邦兵A	「戻りなさい、ホワイトベースへ乗り込むんです」
979: 連邦兵C	「武器装填班、急げ」
980: ガデム	「いったい何をもたもたやっておる。このままではムサイはやられるぞ」
981: リード	「大気圏突入準備はいいな？我々はサラミスの大気圏突入カプセルで行く。そちらとはスピードが違う、遅れるなよ」
982: アムロ	「戦死なさったんですか？」
983: アムロ	「調子良さそうだな、ハロ」
984: フラウ	「しっかりつかまって」
985: フラウ	「軍艦の中なら安心よ。じっとしてるのよ」
986: 老人A	「地球へ着いたらあの子をわしの故郷へ連れて行こうと思っとるんだ。もう二度と地球の土は踏めんと思っとりましたからなあ。サイド７に来る前には南米でコーヒー園をやっとってな。知っとるか？これがコーヒーの豆じゃ。今度地球へ帰ったらわしは絶対に動かんよ。ジオンの奴らが攻めてきたって、地球連邦の偉いさんが強制退去を命令したって、わしは地球で骨をうずめるんだ」
987: アムロ	「フラウ・ボゥは港に上がれ」
988: アムロ	「よーし、捉まえたぞ、シャア」
988: ハヤト	「よーし」
989: ハヤト	「補給中ですから撃ってこないと思います」
990: マーカー	「大型ミサイル、回避運動は左12度、下へ8度」
991: シャア	「手はあるよ、ドレン」
992: ミライ	「大気圏突入25分前」
993: ドズル	「十分な戦力で戦える昔とは違うんだぞ。シャア、ザクは二機送った。ムサイを潰しても連邦の機密を手に入れるんだ」
994: カツ	「パイで乾杯しようよ」
995: クルーA	「僕だってやったことはない」
996: 老人A	「一週間戦争の時にね。あんたは？」
997: カツ	「戦うべきです」
998: ジオン兵A	「こちらムサイ、少佐の判別はできます」
999: オスカ	「こうなりゃやるしかないもんな」
